ds,y
2012-06-02,5665.0
2012-06-03,5415.0
2012-06-04,4027.0
2012-06-05,3977.0
2012-06-06,4215.0
2012-06-07,3386.0
2012-06-08,4970.0
2012-06-09,5653.0
2012-06-10,4923.0
2012-06-11,4699.0
2012-06-12,3861.0
2012-06-13,3395.0
2012-06-14,4529.0
2012-06-15,5227.0
2012-06-16,4854.0
2012-06-17,4239.0
2012-06-18,3597.0
2012-06-19,3758.0
2012-06-20,3377.0
2012-06-21,3339.0
2012-06-22,3933.0
2012-06-23,4204.0
2012-06-24,4218.0
2012-06-25,3208.0
2012-06-26,3069.0
2012-06-27,2927.0
2012-06-28,3048.0
2012-06-29,4289.0
2012-06-30,4733.0
2012-07-01,4309.0
2012-07-02,4775.0
2012-07-03,5441.0
2012-07-04,4006.0
2012-07-05,4638.0
2012-07-06,5587.0
2012-07-07,4680.0
2012-07-08,4944.0
2012-07-09,4483.0
2012-07-10,3757.0
2012-07-11,3967.0
2012-07-12,4324.0
2012-07-13,4377.0
2012-07-14,5022.0
2012-07-15,5356.0
2012-07-16,4116.0
2012-07-17,3587.0
2012-07-18,3028.0
2012-07-19,3078.0
2012-07-20,3786.0
2012-07-21,4082.0
2012-07-22,3838.0
2012-07-23,3428.0
2012-07-24,3061.0
2012-07-25,2950.0
2012-07-26,2937.0
2012-07-27,3170.0
2012-07-28,3512.0
2012-07-29,3750.0
2012-07-30,3153.0
2012-07-31,2787.0
2012-08-01,3580.0
2012-08-02,4108.0
2012-08-03,4636.0
2012-08-04,3994.0
2012-08-05,4681.0
2012-08-06,4102.0
2012-08-07,3165.0
2012-08-08,3981.0
2012-08-09,4175.0
2012-08-10,3916.0
2012-08-11,4524.0
2012-08-12,4990.0
2012-08-13,3616.0
2012-08-14,3364.0
2012-08-15,4326.0
2012-08-16,3662.0
2012-08-17,3601.0
2012-08-18,4241.0
2012-08-19,3747.0
2012-08-20,3161.0
2012-08-21,2847.0
2012-08-22,2640.0
2012-08-23,2638.0
2012-08-24,3429.0
2012-08-25,3925.0
2012-08-26,3459.0
2012-08-27,2937.0
2012-08-28,2690.0
2012-08-29,2582.0
2012-08-30,2613.0
2012-08-31,4080.0
2012-09-01,4078.0
2012-09-02,5015.0
2012-09-03,4863.0
2012-09-04,3609.0
2012-09-05,3600.0
2012-09-06,3557.0
2012-09-07,3357.0
2012-09-08,4908.0
2012-09-09,4936.0
2012-09-10,3211.0
2012-09-11,3332.0
2012-09-12,3563.0
2012-09-13,3034.0
2012-09-14,4289.0
2012-09-15,5224.0
2012-09-16,4474.0
2012-09-17,3306.0
2012-09-18,3063.0
2012-09-19,2670.0
2012-09-20,2747.0
2012-09-21,3384.0
2012-09-22,4100.0
2012-09-23,3953.0
2012-09-24,2627.0
2012-09-25,2833.0
2012-09-26,2611.0
2012-09-27,2691.0
2012-09-28,3372.0
2012-09-29,4554.0
2012-09-30,3972.0
2012-10-01,3235.0
2012-10-02,4132.0
2012-10-03,3885.0
2012-10-04,3257.0
2012-10-05,3826.0
2012-10-06,5188.0
2012-10-07,4159.0
2012-10-08,3677.0
2012-10-09,3630.0
2012-10-10,3172.0
2012-10-11,3340.0
2012-10-12,4390.0
2012-10-13,4753.0
2012-10-14,5065.0
2012-10-15,3808.0
2012-10-16,3195.0
2012-10-17,2553.0
2012-10-18,2668.0
2012-10-19,3162.0
2012-10-20,3679.0
2012-10-21,3581.0
2012-10-22,2520.0
2012-10-23,2667.0
2012-10-24,2507.0
2012-10-25,2706.0
2012-10-26,3164.0
2012-10-27,3749.0
2012-10-28,3402.0
2012-10-29,2314.0
2012-10-30,2467.0
2012-10-31,2261.0
2012-11-01,2989.0
2012-11-02,4325.0
2012-11-03,5173.0
2012-11-04,4153.0
2012-11-05,3520.0
2012-11-06,3272.0
2012-11-07,2783.0
2012-11-08,3364.0
2012-11-09,4090.0
2012-11-10,4748.0
2012-11-11,4620.0
2012-11-12,3716.0
2012-11-13,3091.0
2012-11-14,3494.0
2012-11-15,3303.0
2012-11-16,3432.0
2012-11-17,4046.0
2012-11-18,3888.0
2012-11-19,2628.0
2012-11-20,2980.0
2012-11-21,3097.0
2012-11-22,2738.0
2012-11-23,2352.0
2012-11-24,3093.0
2012-11-25,3096.0
2012-11-26,2469.0
2012-11-27,2372.0
2012-11-28,2377.0
2012-11-29,2257.0
2012-11-30,3449.0
2012-12-01,4061.0
2012-12-02,4965.0
2012-12-03,4026.0
2012-12-04,3154.0
2012-12-05,3523.0
2012-12-06,3469.0
2012-12-07,3321.0
2012-12-08,4718.0
2012-12-09,4474.0
2012-12-10,3229.0
2012-12-11,3506.0
2012-12-12,3510.0
2012-12-13,2779.0
2012-12-14,3439.0
2012-12-15,4613.0
2012-12-16,4020.0
2012-12-17,3049.0
2012-12-18,2792.0
2012-12-19,3546.0
2012-12-20,3070.0
2012-12-21,3142.0
2012-12-22,3923.0
2012-12-23,3920.0
2012-12-24,3099.0
2012-12-25,0.0
2012-12-26,2634.0
2012-12-27,2839.0
2012-12-28,3291.0
2012-12-29,3565.0
2012-12-30,3533.0
2012-12-31,3571.0
2013-01-01,1931.0
2013-01-02,3461.0
2013-01-03,4003.0
2013-01-04,3327.0
2013-01-05,4780.0
2013-01-06,4692.0
2013-01-07,2859.0
2013-01-08,3550.0
2013-01-09,3507.0
2013-01-10,2778.0
2013-01-11,3800.0
2013-01-12,5050.0
2013-01-13,3498.0
2013-01-14,3071.0
2013-01-15,3290.0
2013-01-16,3117.0
2013-01-17,2707.0
2013-01-18,3555.0
2013-01-19,4339.0
2013-01-20,3360.0
2013-01-21,2511.0
2013-01-22,2317.0
2013-01-23,2384.0
2013-01-24,2657.0
2013-01-25,3024.0
2013-01-26,4000.0
2013-01-27,3605.0
2013-01-28,2446.0
2013-01-29,2530.0
2013-01-30,1992.0
2013-01-31,2455.0
2013-02-01,4135.0
2013-02-02,5490.0
2013-02-03,4927.0
2013-02-04,2953.0
2013-02-05,3730.0
2013-02-06,3980.0
2013-02-07,2488.0
2013-02-08,3747.0
2013-02-09,5426.0
2013-02-10,4312.0
2013-02-11,4011.0
2013-02-12,4363.0
2013-02-13,4136.0
2013-02-14,3233.0
2013-02-15,4382.0
2013-02-16,4846.0
2013-02-17,4621.0
2013-02-18,3119.0
2013-02-19,2633.0
2013-02-20,3022.0
2013-02-21,3084.0
2013-02-22,2712.0
2013-02-23,4055.0
2013-02-24,4043.0
2013-02-25,3121.0
2013-02-26,2449.0
2013-02-27,2550.0
2013-02-28,3157.0
2013-03-01,4380.0
2013-03-02,5769.0
2013-03-03,5238.0
2013-03-04,3999.0
2013-03-05,2884.0
2013-03-06,3726.0
2013-03-07,3276.0
2013-03-08,4066.0
2013-03-09,5083.0
2013-03-10,4226.0
2013-03-11,3592.0
2013-03-12,3771.0
2013-03-13,3053.0
2013-03-14,3819.0
2013-03-15,3915.0
2013-03-16,4756.0
2013-03-17,4029.0
2013-03-18,2899.0
2013-03-19,3073.0
2013-03-20,2767.0
2013-03-21,2709.0
2013-03-22,3030.0
2013-03-23,3639.0
2013-03-24,3577.0
2013-03-25,2894.0
2013-03-26,2500.0
2013-03-27,2635.0
2013-03-28,2600.0
2013-03-29,3612.0
2013-03-30,4104.0
2013-03-31,3348.0
2013-04-01,3374.0
2013-04-02,4142.0
2013-04-03,4004.0
2013-04-04,3133.0
2013-04-05,4025.0
2013-04-06,4783.0
2013-04-07,4380.0
2013-04-08,3384.0
2013-04-09,3137.0
2013-04-10,2791.0
2013-04-11,3135.0
2013-04-12,3604.0
2013-04-13,4063.0
2013-04-14,3475.0
2013-04-15,2859.0
2013-04-16,2619.0
2013-04-17,2145.0
2013-04-18,2268.0
2013-04-19,2626.0
2013-04-20,3060.0
2013-04-21,2849.0
2013-04-22,2060.0
2013-04-23,1883.0
2013-04-24,2196.0
2013-04-25,2250.0
2013-04-26,2409.0
2013-04-27,2911.0
2013-04-28,2774.0
2013-04-29,2069.0
2013-04-30,2148.0
2013-05-01,2293.0
2013-05-02,2981.0
2013-05-03,3415.0
2013-05-04,3430.0
2013-05-05,3452.0
2013-05-06,2971.0
2013-05-07,2544.0
2013-05-08,2836.0
2013-05-09,2897.0
2013-05-10,3094.0
2013-05-11,4003.0
2013-05-12,3104.0
2013-05-13,2633.0
2013-05-14,2737.0
2013-05-15,3155.0
2013-05-16,2567.0
2013-05-17,2664.0
2013-05-18,2838.0
2013-05-19,2858.0
2013-05-20,2478.0
2013-05-21,2277.0
2013-05-22,1927.0
2013-05-23,2445.0
2013-05-24,2717.0
2013-05-25,3091.0
2013-05-26,2468.0
2013-05-27,2408.0
2013-05-28,1965.0
2013-05-29,2200.0
2013-05-30,2231.0
2013-05-31,3085.0
2013-06-01,3338.0
2013-06-02,4023.0
2013-06-03,3594.0
2013-06-04,2897.0
2013-06-05,3026.0
2013-06-06,2956.0
2013-06-07,2755.0
2013-06-08,3255.0
2013-06-09,4018.0
2013-06-10,2724.0
2013-06-11,2930.0
2013-06-12,2701.0
2013-06-13,2580.0
2013-06-14,3419.0
2013-06-15,4043.0
2013-06-16,3173.0
2013-06-17,2706.0
2013-06-18,2373.0
2013-06-19,2367.0
2013-06-20,2426.0
2013-06-21,3003.0
2013-06-22,3115.0
2013-06-23,3159.0
2013-06-24,2602.0
2013-06-25,2377.0
2013-06-26,2214.0
2013-06-27,2216.0
2013-06-28,2669.0
2013-06-29,3314.0
2013-06-30,3409.0
2013-07-01,2651.0
2013-07-02,3411.0
2013-07-03,4102.0
2013-07-04,2806.0
2013-07-05,3485.0
2013-07-06,3667.0
2013-07-07,3607.0
2013-07-08,3624.0
2013-07-09,3074.0
2013-07-10,2819.0
2013-07-11,3214.0
2013-07-12,3834.0
2013-07-13,3823.0
2013-07-14,4356.0
2013-07-15,3378.0
2013-07-16,2936.0
2013-07-17,2741.0
2013-07-18,2881.0
2013-07-19,3214.0
2013-07-20,3091.0
2013-07-21,2765.0
2013-07-22,2423.0
2013-07-23,2154.0
2013-07-24,2174.0
2013-07-25,2362.0
2013-07-26,3027.0
2013-07-27,2967.0
2013-07-28,2812.0
2013-07-29,2223.0
2013-07-30,2113.0
2013-07-31,2217.0
2013-08-01,3054.0
2013-08-02,4313.0
2013-08-03,4187.0
2013-08-04,3504.0
2013-08-05,3343.0
2013-08-06,3286.0
2013-08-07,2651.0
2013-08-08,2782.0
2013-08-09,3430.0
2013-08-10,3309.0
2013-08-11,3766.0
2013-08-12,3463.0
2013-08-13,2733.0
2013-08-14,2973.0
2013-08-15,3429.0
2013-08-16,3423.0
2013-08-17,3474.0
2013-08-18,3592.0
2013-08-19,2647.0
2013-08-20,2449.0
2013-08-21,2558.0
2013-08-22,2338.0
2013-08-23,2732.0
2013-08-24,3338.0
2013-08-25,3607.0
2013-08-26,2995.0
2013-08-27,2857.0
2013-08-28,2681.0
2013-08-29,2709.0
2013-08-30,3935.0
2013-08-31,3967.0
2013-09-01,3095.0
2013-09-02,4055.0
2013-09-03,3611.0
2013-09-04,2992.0
2013-09-05,3087.0
2013-09-06,3423.0
2013-09-07,3866.0
2013-09-08,4318.0
2013-09-09,3683.0
2013-09-10,2725.0
2013-09-11,3205.0
2013-09-12,3678.0
2013-09-13,3592.0
2013-09-14,4458.0
2013-09-15,4240.0
2013-09-16,3124.0
2013-09-17,2657.0
2013-09-18,2324.0
2013-09-19,2461.0
2013-09-20,3323.0
2013-09-21,3319.0
2013-09-22,3378.0
2013-09-23,2400.0
2013-09-24,2281.0
2013-09-25,2272.0
2013-09-26,2408.0
2013-09-27,2963.0
2013-09-28,3385.0
2013-09-29,3322.0
2013-09-30,2663.0
2013-10-01,3003.0
2013-10-02,3426.0
2013-10-03,3556.0
2013-10-04,3273.0
2013-10-05,4153.0
2013-10-06,4303.0
2013-10-07,3146.0
2013-10-08,3120.0
2013-10-09,3227.0
2013-10-10,2671.0
2013-10-11,3533.0
2013-10-12,4484.0
2013-10-13,3659.0
2013-10-14,3220.0
2013-10-15,2930.0
2013-10-16,2694.0
2013-10-17,2390.0
2013-10-18,2957.0
2013-10-19,3313.0
2013-10-20,3402.0
2013-10-21,2272.0
2013-10-22,2141.0
2013-10-23,2301.0
2013-10-24,2163.0
2013-10-25,2713.0
2013-10-26,3636.0
2013-10-27,2892.0
2013-10-28,2511.0
2013-10-29,2440.0
2013-10-30,2020.0
2013-10-31,2230.0
2013-11-01,3663.0
2013-11-02,4453.0
2013-11-03,4166.0
2013-11-04,2714.0
2013-11-05,2984.0
2013-11-06,2741.0
2013-11-07,2586.0
2013-11-08,3249.0
2013-11-09,4511.0
2013-11-10,3984.0
2013-11-11,3098.0
2013-11-12,2999.0
2013-11-13,2374.0
2013-11-14,2620.0
2013-11-15,3478.0
2013-11-16,3787.0
2013-11-17,3233.0
2013-11-18,2787.0
2013-11-19,2219.0
2013-11-20,2326.0
2013-11-21,2298.0
2013-11-22,2915.0
2013-11-23,3372.0
2013-11-24,2909.0
2013-11-25,2480.0
2013-11-26,2634.0
2013-11-27,3128.0
2013-11-28,1868.0
2013-11-29,2547.0
2013-11-30,3042.0
2013-12-01,3305.0
2013-12-02,3566.0
2013-12-03,3705.0
2013-12-04,2627.0
2013-12-05,3164.0
2013-12-06,3389.0
2013-12-07,3715.0
2013-12-08,3302.0
2013-12-09,3013.0
2013-12-10,2551.0
2013-12-11,2788.0
2013-12-12,2993.0
2013-12-13,3563.0
2013-12-14,3738.0
2013-12-15,3741.0
2013-12-16,2588.0
2013-12-17,2448.0
2013-12-18,2573.0
2013-12-19,2620.0
2013-12-20,2543.0
2013-12-21,3667.0
2013-12-22,2200.0
2013-12-23,3119.0
2013-12-24,2806.0
2013-12-25,1.0
2013-12-26,2692.0
2013-12-27,2887.0
2013-12-28,3037.0
2013-12-29,2808.0
2013-12-30,2568.0
2013-12-31,3263.0
2014-01-01,1490.0
2014-01-02,3029.0
2014-01-03,4041.0
2014-01-04,4681.0
2014-01-05,4429.0
2014-01-06,2472.0
2014-01-07,2866.0
2014-01-08,3460.0
2014-01-09,3639.0
2014-01-10,3157.0
2014-01-11,4705.0
2014-01-12,4686.0
2014-01-13,2869.0
2014-01-14,3225.0
2014-01-15,3075.0
2014-01-16,2752.0
2014-01-17,3315.0
2014-01-18,3919.0
2014-01-19,3620.0
2014-01-20,2488.0
2014-01-21,2342.0
2014-01-22,2089.0
2014-01-23,1953.0
2014-01-24,2508.0
2014-01-25,3308.0
2014-01-26,2921.0
2014-01-27,1949.0
2014-01-28,1676.0
2014-01-29,2080.0
2014-01-30,2094.0
2014-01-31,3769.0
2014-02-01,3346.0
2014-02-02,4252.0
2014-02-03,3763.0
2014-02-04,2819.0
2014-02-05,2596.0
2014-02-06,2834.0
2014-02-07,2761.0
2014-02-08,3856.0
2014-02-09,4245.0
2014-02-10,2630.0
2014-02-11,3075.0
2014-02-12,3474.0
2014-02-13,2983.0
2014-02-14,3063.0
2014-02-15,4203.0
2014-02-16,4028.0
2014-02-17,2000.0
2014-02-18,2912.0
2014-02-19,2850.0
2014-02-20,2315.0
2014-02-21,2926.0
2014-02-22,3754.0
2014-02-23,3624.0
2014-02-24,2589.0
2014-02-25,2621.0
2014-02-26,2025.0
2014-02-27,2118.0
2014-02-28,3079.0
2014-03-01,3399.0
2014-03-02,3966.0
2014-03-03,3465.0
2014-03-04,2499.0
2014-03-05,2694.0
2014-03-06,2935.0
2014-03-07,3287.0
2014-03-08,3912.0
2014-03-09,3979.0
2014-03-10,3097.0
2014-03-11,3129.0
2014-03-12,3012.0
2014-03-13,2578.0
2014-03-14,3506.0
2014-03-15,4122.0
2014-03-16,3968.0
2014-03-17,2484.0
2014-03-18,2639.0
2014-03-19,2342.0
2014-03-20,2355.0
2014-03-21,2832.0
2014-03-22,3327.0
2014-03-23,3417.0
2014-03-24,2249.0
2014-03-25,2103.0
2014-03-26,2207.0
2014-03-27,2052.0
2014-03-28,2816.0
2014-03-29,3536.0
2014-03-30,3050.0
2014-03-31,2190.0
2014-04-01,2503.0
2014-04-02,2883.0
2014-04-03,3132.0
2014-04-04,2649.0
2014-04-05,3585.0
2014-04-06,3659.0
2014-04-07,2572.0
2014-04-08,2677.0
2014-04-09,2826.0
2014-04-10,2009.0
2014-04-11,3358.0
2014-04-12,3914.0
2014-04-13,3281.0
2014-04-14,3105.0
2014-04-15,3066.0
2014-04-16,2591.0
2014-04-17,2672.0
2014-04-18,2789.0
2014-04-19,3682.0
2014-04-20,2881.0
2014-04-21,2060.0
2014-04-22,2326.0
2014-04-23,2205.0
2014-04-24,2035.0
2014-04-25,2426.0
2014-04-26,2987.0
2014-04-27,2921.0
2014-04-28,1993.0
2014-04-29,2132.0
2014-04-30,1773.0
2014-05-01,2327.0
2014-05-02,3353.0
2014-05-03,3764.0
2014-05-04,3283.0
2014-05-05,2547.0
2014-05-06,2318.0
2014-05-07,2251.0
2014-05-08,2497.0
2014-05-09,3225.0
2014-05-10,3173.0
2014-05-11,3007.0
2014-05-12,3096.0
2014-05-13,2758.0
2014-05-14,2980.0
2014-05-15,2651.0
2014-05-16,2793.0
2014-05-17,2882.0
2014-05-18,2997.0
2014-05-19,2117.0
2014-05-20,2076.0
2014-05-21,1917.0
2014-05-22,2075.0
2014-05-23,2545.0
2014-05-24,2877.0
2014-05-25,2601.0
2014-05-26,2397.0
2014-05-27,2101.0
2014-05-28,1897.0
2014-05-29,2028.0
2014-05-30,2454.0
2014-05-31,2818.0
2014-06-01,2925.0
2014-06-02,3139.0
2014-06-03,3259.0
2014-06-04,2292.0
2014-06-05,2741.0
2014-06-06,3179.0
2014-06-07,3146.0
2014-06-08,3292.0
2014-06-09,2919.0
2014-06-10,2421.0
2014-06-11,2400.0
2014-06-12,2983.0
2014-06-13,2820.0
2014-06-14,3386.0
2014-06-15,3585.0
2014-06-16,2619.0
2014-06-17,2572.0
2014-06-18,2114.0
2014-06-19,2307.0
2014-06-20,2727.0
2014-06-21,2897.0
2014-06-22,3047.0
2014-06-23,2283.0
2014-06-24,2206.0
2014-06-25,1811.0
2014-06-26,1820.0
2014-06-27,2388.0
2014-06-28,2830.0
2014-06-29,2825.0
2014-06-30,2215.0
2014-07-01,2843.0
2014-07-02,3143.0
2014-07-03,3821.0
2014-07-04,2868.0
2014-07-05,3125.0
2014-07-06,3378.0
2014-07-07,2121.0
2014-07-08,2817.0
2014-07-09,2802.0
2014-07-10,2426.0
2014-07-11,3287.0
2014-07-12,3718.0
2014-07-13,3330.0
2014-07-14,2954.0
2014-07-15,2891.0
2014-07-16,2450.0
2014-07-17,2329.0
2014-07-18,2613.0
2014-07-19,3010.0
2014-07-20,2853.0
2014-07-21,2198.0
2014-07-22,2431.0
2014-07-23,1893.0
2014-07-24,1847.0
2014-07-25,2288.0
2014-07-26,2861.0
2014-07-27,2729.0
2014-07-28,2069.0
2014-07-29,2171.0
2014-07-30,1974.0
2014-07-31,2084.0
2014-08-01,3319.0
2014-08-02,4081.0
2014-08-03,3950.0
2014-08-04,2514.0
2014-08-05,2639.0
2014-08-06,2774.0
2014-08-07,2368.0
2014-08-08,2954.0
2014-08-09,3478.0
2014-08-10,3035.0
2014-08-11,2796.0
2014-08-12,3311.0
2014-08-13,2363.0
2014-08-14,2680.0
2014-08-15,3422.0
2014-08-16,3459.0
2014-08-17,3234.0
2014-08-18,2481.0
2014-08-19,2527.0
2014-08-20,2422.0
2014-08-21,2230.0
2014-08-22,2618.0
2014-08-23,2962.0
2014-08-24,3035.0
2014-08-25,2525.0
2014-08-26,2336.0
2014-08-27,2028.0
2014-08-28,2013.0
2014-08-29,3256.0
2014-08-30,3277.0
2014-08-31,2996.0
2014-09-01,3179.0
2014-09-02,2911.0
2014-09-03,3365.0
2014-09-04,2563.0
2014-09-05,3295.0
2014-09-06,4080.0
2014-09-07,3588.0
2014-09-08,3111.0
2014-09-09,3098.0
2014-09-10,2125.0
2014-09-11,2699.0
2014-09-12,3268.0
2014-09-13,3684.0
2014-09-14,3727.0
2014-09-15,3012.0
2014-09-16,2349.0
2014-09-17,2042.0
2014-09-18,2076.0
2014-09-19,2568.0
2014-09-20,3039.0
2014-09-21,2934.0
2014-09-22,2202.0
2014-09-23,1878.0
2014-09-24,2034.0
2014-09-25,1995.0
2014-09-26,2581.0
2014-09-27,3113.0
2014-09-28,3032.0
2014-09-29,2169.0
2014-09-30,2253.0
2014-10-01,2691.0
2014-10-02,2716.0
2014-10-03,3599.0
2014-10-04,3879.0
2014-10-05,3965.0
2014-10-06,2992.0
2014-10-07,2309.0
2014-10-08,2644.0
2014-10-09,2620.0
2014-10-10,2920.0
2014-10-11,3784.0
2014-10-12,3984.0
2014-10-13,2181.0
2014-10-14,2944.0
2014-10-15,2685.0
2014-10-16,2243.0
2014-10-17,2999.0
2014-10-18,3551.0
2014-10-19,3199.0
2014-10-20,2343.0
2014-10-21,2199.0
2014-10-22,2166.0
2014-10-23,2059.0
2014-10-24,2610.0
2014-10-25,3353.0
2014-10-26,2914.0
2014-10-27,2442.0
2014-10-28,1980.0
2014-10-29,1957.0
2014-10-30,2075.0
2014-10-31,2735.0
2014-11-01,3414.0
2014-11-02,4115.0
2014-11-03,3617.0
2014-11-04,2763.0
2014-11-05,2625.0
2014-11-06,2812.0
2014-11-07,2642.0
2014-11-08,3870.0
2014-11-09,3976.0
2014-11-10,2475.0
2014-11-11,2797.0
2014-11-12,2736.0
2014-11-13,2198.0
2014-11-14,3185.0
2014-11-15,3736.0
2014-11-16,3388.0
2014-11-17,2431.0
2014-11-18,2056.0
2014-11-19,2057.0
2014-11-20,2092.0
2014-11-21,2641.0
2014-11-22,3328.0
2014-11-23,2913.0
2014-11-24,1896.0
2014-11-25,2423.0
2014-11-26,2957.0
2014-11-27,2120.0
2014-11-28,2363.0
2014-11-29,2821.0
2014-11-30,2559.0
2014-12-01,2194.0
2014-12-02,2667.0
2014-12-03,2688.0
2014-12-04,2321.0
2014-12-05,2946.0
2014-12-06,3367.0
2014-12-07,3246.0
2014-12-08,2781.0
2014-12-09,2561.0
2014-12-10,2123.0
2014-12-11,2505.0
2014-12-12,2811.0
2014-12-13,3058.0
2014-12-14,3331.0
2014-12-15,2839.0
2014-12-16,2397.0
2014-12-17,2008.0
2014-12-18,2405.0
2014-12-19,2474.0
2014-12-20,2778.0
2014-12-21,2824.0
2014-12-22,2362.0
2014-12-23,2840.0
2014-12-24,2593.0
2014-12-25,1.0
2014-12-26,2823.0
2014-12-27,2512.0
2014-12-28,2538.0
2014-12-29,2155.0
2014-12-30,2238.0
2014-12-31,3059.0
2015-01-01,1906.0
2015-01-02,4097.0
2015-01-03,3791.0
2015-01-04,3161.0
2015-01-05,2916.0
2015-01-06,3120.0
2015-01-07,1979.0
2015-01-08,2419.0
2015-01-09,3136.0
2015-01-10,3829.0
2015-01-11,3910.0
2015-01-12,3172.0
2015-01-13,2634.0
2015-01-14,2760.0
2015-01-15,2946.0
2015-01-16,3395.0
2015-01-17,3853.0
2015-01-18,3114.0
2015-01-19,2568.0
2015-01-20,2258.0
2015-01-21,2067.0
2015-01-22,2052.0
2015-01-23,2551.0
2015-01-24,3419.0
2015-01-25,3226.0
2015-01-26,2255.0
2015-01-27,2027.0
2015-01-28,2220.0
2015-01-29,2138.0
2015-01-30,3594.0
2015-01-31,4909.0
2015-02-01,1984.0
2015-02-02,3289.0
2015-02-03,3825.0
2015-02-04,2934.0
2015-02-05,2999.0
2015-02-06,3757.0
2015-02-07,4461.0
2015-02-08,4431.0
2015-02-09,3526.0
2015-02-10,3208.0
2015-02-11,3045.0
2015-02-12,3671.0
2015-02-13,3438.0
2015-02-14,4160.0
2015-02-15,4084.0
2015-02-16,3279.0
2015-02-17,2612.0
2015-02-18,2151.0
2015-02-19,2341.0
2015-02-20,2710.0
2015-02-21,3810.0
2015-02-22,3535.0
2015-02-23,2557.0
2015-02-24,2589.0
2015-02-25,2258.0
2015-02-26,2291.0
2015-02-27,3264.0
2015-02-28,3999.0
2015-03-01,3648.0
2015-03-02,3525.0
2015-03-03,2813.0
2015-03-04,2621.0
2015-03-05,2859.0
2015-03-06,3524.0
2015-03-07,3738.0
2015-03-08,3908.0
2015-03-09,3163.0
2015-03-10,2787.0
2015-03-11,3018.0
2015-03-12,3272.0
2015-03-13,3001.0
2015-03-14,3964.0
2015-03-15,4308.0
2015-03-16,3125.0
2015-03-17,2615.0
2015-03-18,2532.0
2015-03-19,2345.0
2015-03-20,2821.0
2015-03-21,3513.0
2015-03-22,3206.0
2015-03-23,2297.0
2015-03-24,2297.0
2015-03-25,2166.0
2015-03-26,2424.0
2015-03-27,2730.0
2015-03-28,3606.0
